,游戏名称,代币名称,区块链,代币地址,游戏类型,运行平台,代币价格,24小时涨跌,代币总价值,游戏市值,设立奖学金的公会,公会合作游戏数量,爬取时间
1101,Aircoins,AIRX,"bsc,ethereum",0x6fb05b156788e88c8ad1e057e729362ff8c39d93,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1102,Virtually Human Studio (ZED RUN),,,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1103,Digital Fitness,DEFIT,"polygon,ethereum",0x84cffa78b2fbbeec8c37391d2b12a04d2030845e,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1104,Faraway,,,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1105,ArenaX Labs,,,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1106,GoodGhosting,,,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1107,Your Open Metaverse,YOM,solana,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1108,Colizeum,ZEUM,,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1109,Game Lounge,GLT,polygon,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1110,Satoshi City,CITY,bsc,NoAddress,Metaverse,"browser,pc",-,-,-,-,,,2022/11/12
1111,UpOnly,UPO,polygon,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1112,Koi Metaverse,KOI,ethereum,NoAddress,,"browser,pc",-,-,-,-,,,2022/11/12
1113,Sin City,SIN,bsc,NoAddress,City Building,pc,-,-,-,-,,,2022/11/12
1114,OP Games,OPG,near,NoAddress,Other,"browser,pc",-,-,-,-,YGG Sea,40,2022/11/12
1115,ChainGuardians,CGG,polygon,NoAddress,Other,"browser,pc",-,-,-,-,,,2022/11/12
1116,Candy Cash!,CANDY,bsc,NoAddress,Casual,"browser,pc",-,-,-,-,,,2022/11/12
1117,Walken,,solana,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,Yield Guild Games,41,2022/11/12
1117,Walken,,solana,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,PathDAO,39,2022/11/12
1117,Walken,,solana,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,YGG Sea,40,2022/11/12
1118,PUML Better Health,,ethereum,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,,,2022/11/12
1119,JUMPN,,bsc,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,,,2022/11/12
1120,Iotex Monster Go,,other,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,,,2022/11/12
1121,YetiCoin,,ethereum,NoAddress,Move To Earn,"browser,pc,mobile",-,-,-,-,,,2022/11/12
1122,Inu Base,,bsc,NoAddress,"DeFi, Move To Earn","browser,pc,mobile",-,-,-,-,,,2022/11/12
1123,PyramiDAO,PYRA,bsc,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1124,OLYMPIA,OLX,bsc,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1125,Undra,,ethereum,NoAddress,"Strategy, MMO, Fantasy","android,ios,browser",-,-,-,-,Merit Circle,34,2022/11/12
1126,EV IO,,solana,NoAddress,"FPS, PVP","browser,pc",-,-,-,-,,,2022/11/12
1127,Crypto Ball Z,,wemix,NoAddress,"RPG, Idle Game, Shooter","android,ios,mobile",-,-,-,-,,,2022/11/12
1128,Moonshot Voyage,,enjin,NoAddress,Shooter,"browser,pc",-,-,-,-,,,2022/11/12
1129,TCG World,,"bsc,polygon,ethereum,avalanche",NoAddress,"Collectible, Virtual-World","browser,pc",-,-,-,-,,,2022/11/12
1130,Stormrite,,enjin,NoAddress,"RPG, Action",pc,-,-,-,-,,,2022/11/12
1131,TokenLands,,wax,NoAddress,"City Building, Strategy, Mining","browser,pc",-,-,-,-,,,2022/11/12
1132,Game Of Dragons,,"bsc,ethereum",NoAddress,"Breeding, Action","browser,pc,mobile",-,-,-,-,,,2022/11/12
1133,SolCraft,,solana,NoAddress,"Breeding, Strategy, Action",pc,-,-,-,-,,,2022/11/12
1134,Block Royale,,"ethereum,myria",NoAddress,"Action, Battle Royale","browser,mobile",-,-,-,-,,,2022/11/12
1135,VEmpire: The Beginning,,"bsc,ethereum",NoAddress,"Card Game, Strategy, PVP",browser,-,-,-,-,,,2022/11/12
1136,Four Gods,,wemix,NoAddress,"Fighting, MMO","browser,pc",-,-,-,-,,,2022/11/12
1137,Champion Hunters,,bsc,NoAddress,"RPG, Action","pc,mobile",-,-,-,-,,,2022/11/12
1138,MetaOps,,solana,NoAddress,"Action, Shooter","windows,pc",-,-,-,-,,,2022/11/12
1139,Crypto Royale,,harmony,NoAddress,"Battle Royale, Casual",browser,-,-,-,-,,,2022/11/12
1140,MegaWeapon,,ethereum,NoAddress,"Battle Royale, Shooter, PVP","linux,pc,mobile",-,-,-,-,Hooga Gaming,10,2022/11/12
1141,Rise Online,,avalanche,NoAddress,"Adventure, MMORPG, PVP",windows,-,-,-,-,,,2022/11/12
1142,Angrymals,,"bsc,solana",NoAddress,PVP,"android,ios,mobile",-,-,-,-,,,2022/11/12
1143,Brave Nine,,"ethereum,klaytn",NoAddress,"RPG, Strategy, Mining","android,ios,mobile",-,-,-,-,,,2022/11/12
1144,Zombie Guillotine,,bsc,NoAddress,"Action, Horror Game, Survival","windows,browser",-,-,-,-,,,2022/11/12
1145,Chromatic Souls : AFK Raid,,terra,NoAddress,"RPG, Idle Game, Auto Battler","android,ios",-,-,-,-,,,2022/11/12
1146,Alteration,,bsc,NoAddress,"RPG, Sci-Fi, DeFi","windows,browser",-,-,-,-,,,2022/11/12
1147,Vulcan Tower Defense,,"polygon,vulcan-forged,vechain",NoAddress,"Strategy, Action, Tower Defense",android,-,-,-,-,,,2022/11/12
1148,Adventure DIG,,bsc,NoAddress,"RPG, Adventure, MMORPG","windows,browser",-,-,-,-,,,2022/11/12
1149,DogeDash,,bsc,NoAddress,"Adventure, Racing, Casual","android,ios,browser",-,-,-,-,,,2022/11/12
1150,Mining Tycoon,,other,NoAddress,"Simulation, Mining, DeFi",browser,-,-,-,-,,,2022/11/12
1151,Soccer Manager Elite,,xaya,NoAddress,"Sports, MMO","windows,linux",-,-,-,-,,,2022/11/12
1152,Meme Lordz,,bsc,NoAddress,"RPG, Turn-based Strategy, PVP",browser,-,-,-,-,,,2022/11/12
1153,Lucky Farmer,,other,NoAddress,Arcade,android,-,-,-,-,,,2022/11/12
1154,CryptoCrusades,,ethereum,NoAddress,Strategy,"android,ios",-,-,-,-,,,2022/11/12
1155,Immortal Game,,bsc,NoAddress,Strategy,browser,-,-,-,-,,,2022/11/12
1156,Spider Tank,,"ethereum,gala-games",NoAddress,"MOBA, Brawler","windows,mac",-,-,-,-,,,2022/11/12
1157,Mirandus,,"ethereum,gala-games",NoAddress,"Adventure, MMORPG, Fantasy","windows,mac",-,-,-,-,,,2022/11/12
1158,World Eternal Online,,other,NoAddress,"Adventure, MMORPG, PVP","android,ios,windows",-,-,-,-,,,2022/11/12
1159,Town Crush,,"ethereum,gala-games",NoAddress,Puzzle,"android,ios,browser",-,-,-,-,,,2022/11/12
1160,JobTribes,,other,NoAddress,"Card Game, Arcade",browser,-,-,-,-,,,2022/11/12
1161,Benji Bananas,,ethereum,NoAddress,"Adventure, Action","android,ios",-,-,-,-,,,2022/11/12
1162,Blockchain Cuties,,"eos,polygon,ethereum,tron,neo,heco",NoAddress,"Breeding, Adventure, Collectible",browser,-,-,-,-,,,2022/11/12
1163,Speed Star,,harmony,NoAddress,"Breeding, Simulation, Racing",browser,-,-,-,-,,,2022/11/12
1164,Arc8,GMEE,polygon,NoAddress,"Card Game, Sports, Arcade","android,ios",-,-,-,-,,,2022/11/12
1165,CryptoPrison,,ethereum,NoAddress,"Card Game, Fighting, RPG","android,ios,browser",-,-,-,-,,,2022/11/12
1166,CryptoBots,,ethereum,NoAddress,"Strategy, Action, Space Game",browser,-,-,-,-,,,2022/11/12
1167,Kangaroo,,,NoAddress,Other,"android,ios,mobile",-,-,-,-,,,2022/11/12
1168,MangaMon,MAN,fantom,NoAddress,"Fighting, Action, PVP","android,ios,windows,browser",-,-,-,-,,,2022/11/12
1169,My Meta Farm,,"polygon,bsc,avalanche",NoAddress,Metaverse,"windows,browser,mac,ios",-,-,-,-,,,2022/11/12
1170,Million On Mars,,wax,NoAddress,"Simulation, Sci-Fi, Strategy",browser,-,-,-,-,,,2022/11/12
1171,Green Rabbit,,wax,NoAddress,"Adventure, Action",browser,-,-,-,-,,,2022/11/12
1172,CryptoFighters Alliance,,ethereum,NoAddress,"Fighting, Action, PVP",browser,-,-,-,-,,,2022/11/12
1173,Puzzles Crusade,,polygon,NoAddress,"RPG, Puzzle, PVP","android,ios,windows,browser,mac",-,-,-,-,,,2022/11/12
1174,Life Beyond,,polygon,NoAddress,"Action, MMORPG",browser,-,-,-,-,,,2022/11/12
1175,Otherside,,ethereum,NoAddress,"Adventure, VR",browser,-,-,-,-,,,2022/11/12
1176,StarHeroes,STAR,terra,NoAddress,"Sci-Fi, Sports, Shooter","browser,mac",-,-,-,-,Avocado DAO,33,2022/11/12
1177,BitCastleWar,BCW,bsc,NoAddress,"Action, MMORPG, PVP","android,ios,windows,browser,mac",-,-,-,-,,,2022/11/12
1178,Artyfact,,bsc,NoAddress,"Action, MMORPG, Metaverse",browser,-,-,-,-,,,2022/11/12
1179,Rivermen,,ethereum,NoAddress,Metaverse,browser,-,-,-,-,,,2022/11/12
1180,Chibi Dinos,HOOP,ethereum,NoAddress,Collectible,browser,-,-,-,-,,,2022/11/12
1181,CanaBoyz,CNB,bsc,NoAddress,"Breeding, Collectible, Mining",browser,-,-,-,-,,,2022/11/12
1182,Bit Rivals,RIVAL,bsc,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1183,Koakuma,KKMA,"bsc,polygon",NoAddress,MMORPG,"pc,mobile",-,-,-,-,,,2022/11/12
1184,Snail Trail,SLIME,avalanche,NoAddress,"Racing, Collectible",browser,-,-,-,-,,,2022/11/12
1185,Cryptochi,CTHG,"bsc,solana",NoAddress,"City Building, RPG, Strategy, Metaverse",browser,-,-,-,-,,,2022/11/12
1186,Project Hive,HGT,solana,NoAddress,"RPG, Action, PVP","windows,browser,mac",-,-,-,-,,,2022/11/12
1187,Mobile Legends,,solana,NoAddress,"Strategy, Action, MOBA","android,ios,browser",-,-,-,-,Hooga Gaming,10,2022/11/12
1188,Stella Fantasy,,other,NoAddress,"RPG, Strategy, Collectible","android,ios,windows,browser,mac",-,-,-,-,GuildFi,25,2022/11/12
1188,Stella Fantasy,,other,NoAddress,"RPG, Strategy, Collectible","android,ios,windows,browser,mac",-,-,-,-,Avocado DAO,33,2022/11/12
1188,Stella Fantasy,,other,NoAddress,"RPG, Strategy, Collectible","android,ios,windows,browser,mac",-,-,-,-,PathDAO,39,2022/11/12
1189,Gino's Big Town Chef,BURP,solana,NoAddress,"Collectible, Casual","android,ios,windows,mac",-,-,-,-,Loot Squad,7,2022/11/12
1190,MetaRace,META,other,NoAddress,"Racing, Sports, Metaverse",browser,-,-,-,-,Blockchain Space,36,2022/11/12
1191,СryptoBots,,polygon,NoAddress,"RPG, Strategy, Collectible",browser,-,-,-,-,Merit Circle,34,2022/11/12
1192,Urban Racer,URC,solana,NoAddress,"Racing, Metaverse","android,ios,windows,browser,mac",-,-,-,-,Earn Guild,68,2022/11/12
1193,Legend Of Galaxy,GAE,bsc,NoAddress,"Card Game, RPG",browser,-,-,-,-,,,2022/11/12
1194,Boss Fighters,BFT,"solana,enjin",NoAddress,"Action, Metaverse, VR","windows,mac",-,-,-,-,,,2022/11/12
1195,Gunfire Hero,,bsc,NoAddress,"Shooter, Combat",browser,-,-,-,-,Bayz,31,2022/11/12
1196,MetaDojo,DOJOS,ethereum,NoAddress,Metaverse,browser,-,-,-,-,Good Games Guild,77,2022/11/12
1197,Worker Town,WIN,bsc,NoAddress,Breeding,browser,-,-,-,-,Bayz,31,2022/11/12
1198,Nomadland,NOMAD,bsc,NoAddress,"Simulation, Strategy, Collectible","windows,browser,mac",-,-,-,-,,,2022/11/12
1199,Tales Of Ragnarok,TOR,bsc,NoAddress,"Action, Collectible",browser,-,-,-,-,Blockchain Space,36,2022/11/12
1200,BreachGG,BRGG,"bsc,ethereum",NoAddress,Other,browser,-,-,-,-,Earn Guild,68,2022/11/12
1201,BLOCKLORDS,LORD,"polygon,ethereum,tron,neo",NoAddress,"Strategy, MMO",browser,-,-,-,-,Avocado DAO,33,2022/11/12
1202,Tiny Bones,,avalanche,NoAddress,Collectible,browser,-,-,-,-,Blackpool,17,2022/11/12
1203,Wonderman Nation,WNDR,phantasma,NoAddress,"Breeding, Metaverse",browser,-,-,-,-,,,2022/11/12
1204,Supremacy,SUPS,ethereum,NoAddress,"RPG, Action",browser,-,-,-,-,Earn Guild,68,2022/11/12
1204,Supremacy,SUPS,ethereum,NoAddress,"RPG, Action",browser,-,-,-,-,Blockchain Space,36,2022/11/12
1205,BattleFly,MAGIC,ethereum,NoAddress,"Strategy, PVP",browser,-,-,-,-,Blackpool,17,2022/11/12
1206,Fight Legends,FIGHT,bsc,NoAddress,"Fighting, PVP",browser,-,-,-,-,,,2022/11/12
1207,Cens World,CENS,bsc,NoAddress,"Simulation, Minigame",browser,-,-,-,-,,,2022/11/12
1208,Wizzare,SCLR,bsc,NoAddress,"Turn-based Strategy, Collectible, PVP",browser,-,-,-,-,,,2022/11/12
1209,X Rush,,bsc,NoAddress,"Metaverse, Casual",browser,-,-,-,-,,,2022/11/12
1210,Solana Lamports Poker,,solana,NoAddress,"Card Game, PVP, MMO",browser,-,-,-,-,,,2022/11/12
1211,The Football Club,,flow,NoAddress,Sports,"android,ios",-,-,-,-,,,2022/11/12
1212,Ready Games,,other,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1213,Stakes,,other,NoAddress,Sports,ios,-,-,-,-,,,2022/11/12
1214,The Crypt Game,,ethereum,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1215,Rage Effect,,solana,NoAddress,"FPS, Shooter",browser,-,-,-,-,,,2022/11/12
1216,Warriors Land,WLF,bsc,NoAddress,"Fighting, MMO",browser,-,-,-,-,,,2022/11/12
1217,MAD Metaverse,$META,"polygon,ethereum",NoAddress,"MMORPG, Metaverse, PVP",pc,-,-,-,-,,,2022/11/12
1218,WyndBlast,CHRO,avalanche,0x4B3903952A25961B9E66216186Efd9B21903AEd3,"Strategy, Casual, Combat","browser,pc,mac,android",-,-,-,-,,,2022/11/12
1219,Crypto Metropolis,$ CTM,"bsc,solana",NoAddress,"Strategy, MMORPG, Metaverse","android,ios,mobile",-,-,-,-,,,2022/11/12
1220,NFHeroes,,ethereum,NoAddress,"Idle Game, Minigame, Casual",browser,-,-,-,-,,,2022/11/12
1221,Komoverse,,solana,NoAddress,"Auto Battler, Strategy, Metaverse","android,windows",-,-,-,-,,,2022/11/12
1222,The Cheddar Block Games,,,NoAddress,Casual,"android,ios",-,-,-,-,Earn Guild,68,2022/11/12
1223,IStep,ISTEP,bsc,0x67343c29c0fD9827F33E675e0eB80773f9444444,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1224,MIR4,DRACO,bsc,NoAddress,"MMORPG, Fantasy","android,ios,windows,browser,mac",-,-,-,-,Bayz,31,2022/11/12
1224,MIR4,DRACO,bsc,NoAddress,"MMORPG, Fantasy","android,ios,windows,browser,mac",-,-,-,-,SNACKCLUB,8,2022/11/12
1225,MechaFightClub,,other,NoAddress,"Fighting, Action","pc,mobile",-,-,-,-,,,2022/11/12
1226,Untamed Planet,,bsc,NoAddress,Other,"windows,mac",-,-,-,-,,,2022/11/12
1227,InfiniGods,,,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1228,The Adventurer's Guild,GUILD,wax,NoAddress,"Fighting, RPG, Adventure",browser,-,-,-,-,,,2022/11/12
1229,Drakeball Super,DBS,bsc,NoAddress,"Simulation, RPG","windows,browser",-,-,-,-,,,2022/11/12
1230,TimeShuffle,,avalanche,NoAddress,Strategy,browser,-,-,-,-,Earn Guild,68,2022/11/12
1231,LootRush,,,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1232,Metatheory,,other,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1233,Pixel Kings,KNGS,bsc,0x7444e37559a16c5c7337f41955Cd3BB04B28A114,"Strategy, Tower Defense, Collectible, PVP","android,windows,browser",-,-,-,-,,,2022/11/12
1234,Tatsumeeko,,"ethereum,solana",NoAddress,"RPG, Idle Game, Strategy",browser,-,-,-,-,GuildFi,25,2022/11/12
1234,Tatsumeeko,,"ethereum,solana",NoAddress,"RPG, Idle Game, Strategy",browser,-,-,-,-,Yield Guild Games,41,2022/11/12
1235,FreshCut,,other,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1236,Azra Games,,other,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1237,Ariva Wonderland,ARV,"bsc,ethereum",NoAddress,"Simulation, Metaverse",browser,-,-,-,-,,,2022/11/12
1238,Grush Finance,GRUSH,bsc,NoAddress,"Card Game, Adventure, Mining",browser,-,-,-,-,,,2022/11/12
1239,Bloomverse,,solana,NoAddress,"Simulation, Adventure, Metaverse","android,ios,browser",-,-,-,-,,,2022/11/12
1240,Project Eluüne,,solana,NoAddress,"Adventure, Strategy, Metaverse","android,ios,browser",-,-,-,-,,,2022/11/12
1241,RIO-X,,polygon,NoAddress,"Action, PVP",browser,-,-,-,-,,,2022/11/12
1242,Dragon War Official,DRAW,solana,48AEwauAHsJibyt3WqjQ6EoHnFBcnyHASfo7vB2eCXPS,Turn-based Strategy,browser,-,-,-,-,,,2022/11/12
1243,Shatterpoint,,polygon,NoAddress,"RPG, Action","android,ios",-,-,-,-,,,2022/11/12
1244,Space Marvel,SVE,bsc,NoAddress,"Adventure, Space Game","android,ios,browser",-,-,-,-,Earn Guild,68,2022/11/12
1245,Souls Of Meta,SOM,solana,NoAddress,"RPG, Action, PVP",browser,-,-,-,-,Earn Guild,68,2022/11/12
1246,Aethr World,ATH,bsc,NoAddress,"RPG, Idle Game, Shooter",browser,-,-,-,-,,,2022/11/12
1247,Double Jump,,solana,NoAddress,"Racing, Action, PVP",browser,-,-,-,-,,,2022/11/12
1248,Generative Dungeon,DNG,ethereum,NoAddress,"RPG, Collectible","android,ios,browser",-,-,-,-,,,2022/11/12
1249,Definity Legend,DLD,"bsc,ethereum",NoAddress,"Action, PVP","android,ios,browser",-,-,-,-,,,2022/11/12
1250,Spaceborne,TOKENS COMING SOON!,"bsc,polygon",NoAddress,"Sci-Fi, Racing, Metaverse",pc,-,-,-,-,,,2022/11/12
1251,Fragmented Spells,,bsc,NoAddress,"Card Game, Strategy, Collectible",pc,-,-,-,-,,,2022/11/12
1252,Heroes Of The Land,,bsc,NoAddress,MMORPG,browser,-,-,-,-,,,2022/11/12
1253,Shibafriend,SHF,bsc,NoAddress,"Sports, Metaverse, Collectible",browser,-,-,-,-,,,2022/11/12
1254,Cantina Royale,,elrond,NoAddress,"Battle Royale, Shooter, PVP","android,ios",-,-,-,-,Good Games Guild,77,2022/11/12
1254,Cantina Royale,,elrond,NoAddress,"Battle Royale, Shooter, PVP","android,ios",-,-,-,-,PathDAO,39,2022/11/12
1255,Knight Story,,ethereum,NoAddress,"RPG, Adventure, Tower Defense","android,ios",-,-,-,-,,,2022/11/12
1256,MetaRing,,ethereum,NoAddress,Collectible,browser,-,-,-,-,,,2022/11/12
1257,Arsenal,WELT,"bsc,polygon",0x1785113910847770290F5F840b4c74fc46451201,"FPS, Shooter, PVP","android,ios,windows,browser,mac",-,-,-,-,,,2022/11/12
1258,NextMoon,,solana,NoAddress,"Breeding, Space Game, Collectible",browser,-,-,-,-,,,2022/11/12
1259,Exverse,EXVS,ethereum,NoAddress,"Action, Battle Royale, Shooter",windows,-,-,-,-,,,2022/11/12
1260,MeetsMeta,WRLD,ethereum,NoAddress,"Adventure, Metaverse","android,ios,browser",-,-,-,-,,,2022/11/12
1261,World Of Masters,WOFM,bsc,NoAddress,"Card Game, Turn-based Strategy","android,ios,browser",-,-,-,-,,,2022/11/12
1262,Cosmic Champs,COSG,algorand,571576867,"Action, Battle Royale, PVP","android,ios,browser",-,-,-,-,,,2022/11/12
1263,DuskBreakers,,bsc,NoAddress,"Sci-Fi, Action, Space Game","android,ios,browser",-,-,-,-,,,2022/11/12
1264,Desert Farm,DFW,wax,NoAddress,"Simulation, Mining",browser,-,-,-,-,,,2022/11/12
1265,Monster Racing League,KBT,polygon,NoAddress,"Auto Battler, Strategy, Racing","windows,mac",-,-,-,-,,,2022/11/12
1266,Hyper Walk,,bsc,NoAddress,Move To Earn,browser,-,-,-,-,,,2022/11/12
1267,Block Warrior,BLWA,bsc,NoAddress,"RPG, Strategy, PVP",browser,-,-,-,-,,,2022/11/12
1268,MetaShooter,MHUNT,"polygon,bsc",NoAddress,"Simulation, Action, Shooter","android,ios,browser",-,-,-,-,Earn Guild,68,2022/11/12
1268,MetaShooter,MHUNT,"polygon,bsc",NoAddress,"Simulation, Action, Shooter","android,ios,browser",-,-,-,-,Blockchain Space,36,2022/11/12
1268,MetaShooter,MHUNT,"polygon,bsc",NoAddress,"Simulation, Action, Shooter","android,ios,browser",-,-,-,-,YGG Sea,40,2022/11/12
1269,DeepBlueSea,DBEA,bsc,NoAddress,Action,browser,-,-,-,-,,,2022/11/12
1270,Legends Of Elysium,LOE,ethereum,NoAddress,"Card Game, Strategy, Fantasy",browser,-,-,-,-,,,2022/11/12
1271,Arcane Dream,ARCD,polygon,0xcF397a638834E702a6BA267162b0f046DF521415,"Card Game, Collectible, PVP","android,ios,mobile",-,-,-,-,,,2022/11/12
1272,IMPERIVM,,"polygon,ethereum",NoAddress,"Fighting, Base Building, Metaverse, DeFi, MMO",browser,-,-,-,-,,,2022/11/12
1273,Neon Skies,RAIN,polygon,NoAddress,"Sci-Fi, Mining, DeFi","android,windows",-,-,-,-,,,2022/11/12
1274,Potion Seller,,bsc,0x90733aF367FDCEC30e3892DFc5D90A128Ac1c941,Strategy,pc,-,-,-,-,,,2022/11/12
1275,HoneyWasp,,polygon,NoAddress,"Adventure, Arcade, PVP","windows,mac,pc",-,-,-,-,,,2022/11/12
1276,Flappy Pigeon,$VIVE,polygon,NoAddress,"Arcade, Minigame, Casual","pc,mobile",-,-,-,-,,,2022/11/12
1277,Kingdom Clash,,wax,kingdomclash,Strategy,browser,-,-,-,-,,,2022/11/12
1278,WagerGang,GANG,bsc,0xF82da9Ee93fde6C87F6fF585Dc7D7Af77B8696D8,"Strategy, Sports, Metaverse, Collectible","browser,mobile",-,-,-,-,,,2022/11/12
1279,Battle Of Sotiras,RHT,bsc,0xf1018c71eebe32dd85012ad413bab6b940d0d51e,"Battle Royale, PVP, Fantasy",windows,-,-,-,-,,,2022/11/12
1280,Let Me Speak,LSTAR,solana,D3yigvdWq6qobhAwQL6UiSide5W9W7zcJbuVvKa3T231,Metaverse,"android,ios,browser",-,-,-,-,,,2022/11/12
1281,Turtle's Charm,,elrond,NoAddress,Metaverse,pc,-,-,-,-,,,2022/11/12
1282,Chaincade,CHAINCADE,bsc,0x2ffee7b4df74f7c6508a4af4d6d91058da5420d0,"Arcade, Metaverse, Minigame","browser,mobile",-,-,-,-,,,2022/11/12
1283,Afterland,AFL,immutable-x,NoAddress,"FPS, Collectible, PVP",pc,-,-,-,-,,,2022/11/12
1284,Revoland,,bsc,NoAddress,"Battle Royale, MOBA","android,ios",-,-,-,-,IndiGG,28,2022/11/12
1285,Moonfrost,FROST,solana,NoAddress,Simulation,"pc,mobile",-,-,-,-,,,2022/11/12
1286,Inter The Dungeon,,ethereum,NoAddress,"Tower Defense, MOBA","android,ios,browser",-,-,-,-,,,2022/11/12
1287,Defenders Of Lunacian Land (DOLL),,ethereum,NoAddress,"Action, Survival","android,ios,browser",-,-,-,-,,,2022/11/12
1288,Axie To The Moon,,ethereum,NoAddress,"Action, Shooter","android,ios,browser",-,-,-,-,,,2022/11/12
1289,Hungry Axie,,,NoAddress,"Adventure, Survival",,-,-,-,-,,,2022/11/12
1290,Axieology,,ethereum,NoAddress,"Tower Defense, Survival","android,ios,browser",-,-,-,-,,,2022/11/12
1291,Lunacia Cup,,ethereum,NoAddress,Racing,"android,ios,browser",-,-,-,-,,,2022/11/12
1292,Run Axie Run!,,,NoAddress,Minigame,,-,-,-,-,,,2022/11/12
1293,AxiePop,,ethereum,NoAddress,"Puzzle, Minigame","android,ios,browser",-,-,-,-,,,2022/11/12
1294,Axie Infinity War,,,NoAddress,Battle Royale,,-,-,-,-,,,2022/11/12
1295,Axie Brawl,,,NoAddress,Brawler,,-,-,-,-,,,2022/11/12
1296,Mech Infintiy,,,NoAddress,Battle Royale,,-,-,-,-,,,2022/11/12
1297,Across Lunacia,,ethereum,NoAddress,Adventure,"android,ios,browser",-,-,-,-,,,2022/11/12
1298,Lokian Monsters,LOKIANS,"bsc,polygon",NoAddress,Card Game,browser,-,-,-,-,,,2022/11/12
1299,Multigaming Metaverse,ZQB,bsc,NoAddress,Metaverse,browser,-,-,-,-,,,2022/11/12
1300,Playtrk,,bsc,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1301,Shiryo,SHIRYO,bsc,NoAddress,"Card Game, Turn-based Strategy",browser,-,-,-,-,,,2022/11/12
1302,Rabona,RBN,hive,NoAddress,Sports,browser,-,-,-,-,,,2022/11/12
1303,Dragon Knight,DK,bsc,NoAddress,MMORPG,browser,-,-,-,-,,,2022/11/12
1304,Chimp Fight,NANA,solana,NoAddress,Combat,browser,-,-,-,-,,,2022/11/12
1305,Dearymon,CALO,bsc,NoAddress,"Simulation, Collectible",browser,-,-,-,-,,,2022/11/12
1306,PixelDapps,PIXEL,near,NoAddress,"Simulation, PVP",browser,-,-,-,-,,,2022/11/12
1307,Idle Stoneage,SAX,bsc,NoAddress,"RPG, Idle Game","android,ios,browser",-,-,-,-,,,2022/11/12
1308,The Last World,TLW,bsc,NoAddress,MMORPG,browser,-,-,-,-,,,2022/11/12
1309,Meta Skellies,SOUL,ethereum,NoAddress,"Fighting, PVP",browser,-,-,-,-,,,2022/11/12
1310,5TARS,STARCOIN,bsc,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
1311,Cloneverse,,polygon,NoAddress,Strategy,browser,-,-,-,-,,,2022/11/12
1312,Skygard Metaverse,,bsc,NoAddress,RPG,browser,-,-,-,-,,,2022/11/12
1313,Metaline,,other,NoAddress,"Simulation, Base Building",browser,-,-,-,-,,,2022/11/12
1314,Any Civilization,NON,avalanche,NoAddress,"MMORPG, Shooter",browser,-,-,-,-,,,2022/11/12
1315,0xRacers,,"ethereum,tron",NoAddress,Racing,"android,ios,browser",-,-,-,-,,,2022/11/12
1316,DeltaFlare,HONR,ethereum,0x39ea10e507720783c27edd5f96bf2d6e199579b8,Collectible,browser,-,-,-,-,,,2022/11/12
1317,GYMMOVE,GYM,bsc,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1318,Hamster Game,,ethereum,NoAddress,Collectible,browser,-,-,-,-,,,2022/11/12
1319,Pyroblock,PYR,bsc,0x458a72418c1e98a84afe5a5889b25aeaa68e1822,"Strategy, Puzzle",browser,-,-,-,-,,,2022/11/12
1320,Atmos,,other,NoAddress,"Sci-Fi, Virtual-World",browser,-,-,-,-,Avocado DAO,33,2022/11/12
1321,SNKRZ,SKZ,bsc,NoAddress,Move To Earn,browser,-,-,-,-,,,2022/11/12
1322,StepOfDoge,STEPD,bsc,0x2582d7afc1bf4496bcb87b6c2a72d24db279dd0e,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
1323,MENZY,MNZ,bsc,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
